8591	"10055275"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
8592	"10055322"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
8593	"10055326"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
8735	"10055273"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
8736	"10055321"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
8737	"10055325"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
9047	"10055274"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
9207	"10084720"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
9264	"10055271"	1	"Brick Clay"	"CLY_BK"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
9265	"10055323"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
9266	"10055324"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
9267	"10055327"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
9270	"10084718"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
9850	"60000969"	3	"Platinum"	"PGE_PT"	"Metallic"	"PGE"	"Primary"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
9851	"60000969"	2	"Tungsten"	"W"	"Metallic"	"Tungsten"	"Primary"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
9852	"60000969"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
9997	"10100409"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
10529	"10083755"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
10566	"10083766"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
10569	"10083947"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
10930	"10055287"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
10931	"10092977"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
10932	"10106951"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
10963	"10055289"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
10964	"10092979"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
11011	"10055290"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
11118	"10055288"	1	"Brick Clay"	"CLY_BK"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
11343	"60000968"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
11546	"10055285"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
11547	"10092978"	1	"Brick Clay"	"CLY_BK"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
11614	"60001579"	2	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
11615	"60001579"	1	"Aluminum"	"AL"	"Metallic"	"Aluminum"	"Primary"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
11945	"10055291"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
12013	"10055330"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
12230	"10083945"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
12283	"10092983"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
12311	"10083946"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
12323	"10061561"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
12651	"10061560"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
12652	"10055320"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
12727	"10055282"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
13185	"10055281"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
13186	"10092973"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
13187	"10092974"	1	"Aluminum"	"AL"	"Metallic"	"Aluminum"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
13447	"10055276"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
13585	"10055283"	1	"Aluminum"	"AL"	"Metallic"	"Aluminum"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
13920	"10055279"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
13921	"10055280"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
13924	"10092975"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
14267	"60001580"	2	"Aluminum"	"AL"	"Metallic"	"Aluminum"	"Primary"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
14268	"60001580"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
14821	"60001581"	2	"Aluminum"	"AL"	"Metallic"	"Aluminum"	"Primary"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
14901	"60001581"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
15692	"10061563"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
15693	"10061565"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
15694	"10061568"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
15748	"10061566"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
16250	"10100410"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
16251	"10083950"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
16273	"10061567"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
16893	"10083953"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
16948	"10100411"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
17083	"10083948"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
17084	"10083952"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
17085	"10100412"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
17207	"10083951"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
17208	"10083955"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
17279	"10083956"	2	"Manganese"	"MN"	"Metallic"	"Manganese"	"Secondary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
17622	"10083954"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
18283	"10083958"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
18394	"10100413"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
18439	"10083957"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
19524	"10083960"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
19616	"10083984"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
19617	"10084695"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
19690	"10100414"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
19691	"10084692"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
19692	"10084696"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
19693	"10084281"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
19827	"10084697"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
19828	"10084701"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
19829	"10084137"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
19915	"10100465"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
20258	"10083961"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
20259	"10083959"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
20260	"10084698"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
20324	"60001562"	2	"Titanium"	"TI"	"Metallic"	"Titanium"	"Secondary"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
20325	"60001562"	1	"Aluminum"	"AL"	"Metallic"	"Aluminum"	"Primary"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
20705	"10083962"	2	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
20706	"10083962"	1	"Manganese"	"MN"	"Metallic"	"Manganese"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
22971	"10055295"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
22972	"10055296"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
23574	"10067862"	2	"Copper"	"CU"	"Metallic"	"Copper"	"Secondary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
23771	"10055303"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
23772	"10055304"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
23773	"10055267"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
23866	"10055297"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
23867	"10055298"	2	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
23902	"10055300"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
23948	"10055298"	1	"Aluminum"	"AL"	"Metallic"	"Aluminum"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
24114	"10092982"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
24416	"10055302"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
24566	"10067720"	5	"Nickel"	"NI"	"Metallic"	"Nickel"	"Tertiary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
24567	"10067865"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
24568	"10067860"	3	"Nickel"	"NI"	"Metallic"	"Nickel"	"Tertiary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
25590	"10055301"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
26257	"10055270"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
27280	"10305922"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"woodruff"	"20-JUN-2003 15:20:36"	""	""
27390	"10168139"	1	"Talc-Soapstone"	"TLC"	"Non-metallic"	"Talc-Soapstone"	"Primary"	"MAS migration"	"29-OCT-2002 09:00:24"	"USGS"	"29-OCT-2002 09:01:39"
27561	"10055268"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
27562	"10055269"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
28072	"10061580"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
28167	"10083770"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
28168	"10083669"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
28472	"10084783"	2	"Sulfur"	"S"	"Non-metallic"	"Sulfur"	"Primary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
28657	"10061577"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
29167	"10061578"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
29226	"10110085"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
29260	"10100377"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
29872	"10061581"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
29914	"10061579"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
29999	"10083767"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
30000	"10083670"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
30601	"10061582"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
30970	"10144090"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"MAS migration"	"29-OCT-2002 09:00:24"	"USGS"	"29-OCT-2002 09:01:30"
30971	"10144092"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"MAS migration"	"29-OCT-2002 09:00:24"	"USGS"	"29-OCT-2002 09:01:30"
31041	"10064728"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
31119	"10064730"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
31161	"10061583"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
31162	"10064729"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
31524	"10144097"	1	"Feldspar"	"FLD"	"Non-metallic"	"Feldspar"	"Primary"	"MAS migration"	"29-OCT-2002 09:00:24"	"USGS"	"29-OCT-2002 09:01:30"
31525	"10144097"	2	"Mica"	"MIC"	"Non-metallic"	"Mica"	"Tertiary"	"MAS migration"	"29-OCT-2002 09:00:24"	"USGS"	"29-OCT-2002 09:01:30"
31612	"10144095"	1	"Mica"	"MIC"	"Non-metallic"	"Mica"	"Primary"	"MAS migration"	"29-OCT-2002 09:00:24"	"USGS"	"29-OCT-2002 09:01:30"
31613	"10144096"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"MAS migration"	"29-OCT-2002 09:00:24"	"USGS"	"29-OCT-2002 09:01:30"
31625	"10144024"	1	"Mica"	"MIC"	"Non-metallic"	"Mica"	"Primary"	"MAS migration"	"29-OCT-2002 09:00:24"	"USGS"	"29-OCT-2002 09:01:30"
31671	"10099406"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
32019	"10144098"	1	"Iron"	"FE"	"Metallic"	"Iron"	"Primary"	"MAS migration"	"29-OCT-2002 09:00:24"	"USGS"	"29-OCT-2002 09:01:30"
32035	"10144025"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"MAS migration"	"29-OCT-2002 09:00:24"	"USGS"	"29-OCT-2002 09:01:30"
32344	"10150755"	1	"Mica"	"MIC"	"Non-metallic"	"Mica"	"Primary"	"MAS migration"	"29-OCT-2002 09:00:24"	"USGS"	"29-OCT-2002 09:01:33"
32757	"10144100"	1	"Sand and Gravel, Construction"	"SDG"	"Non-metallic"	"Sand and Gravel"	"Primary"	"MAS migration"	"29-OCT-2002 09:00:24"	"USGS"	"29-OCT-2002 09:01:30"
33227	"10144023"	1	"Kaolin"	"CLY_K"	"Non-metallic"	"Clays"	"Primary"	"MAS migration"	"29-OCT-2002 09:00:24"	"USGS"	"29-OCT-2002 09:01:30"
33228	"10144026"	1	"Stone, Crushed/Broken"	"STN_C"	"Non-metallic"	"Stone, Crushed"	"Primary"	"MAS migration"	"29-OCT-2002 09:00:24"	"USGS"	"29-OCT-2002 09:01:30"
33690	"10083756"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
33691	"10106472"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
33996	"10067867"	2	"Cobalt"	"CO"	"Metallic"	"Cobalt"	"Tertiary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
33997	"10067866"	3	"Nickel"	"NI"	"Metallic"	"Nickel"	"Tertiary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
33998	"10067863"	2	"Cobalt"	"CO"	"Metallic"	"Cobalt"	"Tertiary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
34263	"10083757"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
34403	"10083758"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
34562	"10067511"	2	"Copper"	"CU"	"Metallic"	"Copper"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
34563	"10067862"	1	"Iron-Pyrite"	"FE_PYR"	"Metallic"	"Iron"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
34564	"10067862"	4	"Cobalt"	"CO"	"Metallic"	"Cobalt"	"Tertiary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
34641	"10083760"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
34642	"10083761"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
34693	"10025913"	2	"Asbestos"	"ASB"	"Non-metallic"	"Asbestos"	"Tertiary"	"USGS"	"19-JUN-2003 12:25:42"	""	""
34933	"10144039"	1	"Aluminum"	"AL"	"Metallic"	"Aluminum"	"Primary"	"MAS migration"	"29-OCT-2002 09:00:24"	"USGS"	"29-OCT-2002 09:01:30"
35008	"10083812"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
35009	"10083288"	1	"Gold"	"AU"	"Metallic"	"Gold"	"Primary"	"USGS"	"19-JUN-2003 12:25:40"	""	""
35010	"10067720"	1	"Copper"	"CU"	"Metallic"	"Copper"	"Primary"	"USGS"	"19-JUN-2003 12:25:41"	""	""
